,Transformation,AAM,Class
310,BF3K-Pd-Suzuki,[C:1]([C:6]([H:42])([H:43])[H:44])([C:13]([H:49])([H:50])[H:51])([C:16]([H:52])([H:53])[H:54])[O:22][C:18]([C:15]([N:14]1[C:12]([H:47])([H:48])[C:11]([C:21]([H:61])([H:62])[H:63])([H:46])[N:10]([c:4]2[n:3][c:2]([H:41])[c:8]([Br:9])[c:7]([H:45])[n:5]2)[C:20]([H:59])([H:60])[C:19]1([H:57])[H:58])=[O:17])([H:55])[H:56].[C:23]([C:39]([C:30]([H:70])([H:71])[H:72])([C:34]([H:75])([H:76])[H:77])[O:37][C:33]([N:32]1[C:31]([H:73])([H:74])[C:29]([H:68])([H:69])[C:24]([B-:25]([F:26])([F:27])[F:28])([H:67])[C:38]([H:80])([H:81])[C:36]1([H:78])[H:79])=[O:35])([H:64])([H:65])[H:66]>>[Br:9][B-:25]([F:26])([F:27])[F:28].[C:1]([C:6]([H:42])([H:43])[H:44])([C:13]([H:49])([H:50])[H:51])([C:16]([H:52])([H:53])[H:54])[O:22][C:18]([C:15]([N:14]1[C:12]([H:47])([H:48])[C:11]([C:21]([H:61])([H:62])[H:63])([H:46])[N:10]([c:4]2[n:3][c:2]([H:41])[c:8]([C:24]3([H:67])[C:29]([H:68])([H:69])[C:31]([H:73])([H:74])[N:32]([C:33](=[O:35])[O:37][C:39]([C:23]([H:64])([H:65])[H:66])([C:30]([H:70])([H:71])[H:72])[C:34]([H:75])([H:76])[H:77])[C:36]([H:78])([H:79])[C:38]3([H:80])[H:81])[c:7]([H:45])[n:5]2)[C:20]([H:59])([H:60])[C:19]1([H:57])[H:58])=[O:17])([H:55])[H:56],0
311,MIDA-Pd-Suzuki,[C:1]1([B:2]2[O:3][C:4](=[O:5])[C:7]([H:48])([H:49])[N:10]([C:19]([H:58])([H:59])[H:60])[C:11]([H:50])([H:51])[C:15](=[O:17])[O:18]2)([H:47])[C:20]([H:61])([H:62])[C:24]([H:70])([H:71])[N:6]([C:8](=[O:9])[O:12][C:13]([C:14]([H:52])([H:53])[H:54])([C:16]([H:55])([H:56])[H:57])[C:21]([H:63])([H:64])[H:65])[C:22]([H:66])([H:67])[C:23]1([H:68])[H:69].[C:25]([C:30]([H:73])([H:74])[H:75])([C:37]([H:80])([H:81])[H:82])([C:40]([H:83])([H:84])[H:85])[O:46][C:42]([C:39]([N:38]1[C:36]([H:78])([H:79])[C:35]([C:45]([H:92])([H:93])[H:94])([H:77])[N:34]([c:28]2[n:27][c:26]([H:72])[c:32]([Br:33])[c:31]([H:76])[n:29]2)[C:44]([H:90])([H:91])[C:43]1([H:88])[H:89])=[O:41])([H:86])[H:87]>>[B:2]1([Br:33])[O:3][C:4](=[O:5])[C:7]([H:48])([H:49])[N:10]([C:19]([H:58])([H:59])[H:60])[C:11]([H:50])([H:51])[C:15](=[O:17])[O:18]1.[C:1]1([c:32]2[c:26]([H:72])[n:27][c:28]([N:34]3[C:35]([C:45]([H:92])([H:93])[H:94])([H:77])[C:36]([H:78])([H:79])[N:38]([C:39](=[O:41])[C:42]([O:46][C:25]([C:30]([H:73])([H:74])[H:75])([C:37]([H:80])([H:81])[H:82])[C:40]([H:83])([H:84])[H:85])([H:86])[H:87])[C:43]([H:88])([H:89])[C:44]3([H:90])[H:91])[n:29][c:31]2[H:76])([H:47])[C:20]([H:61])([H:62])[C:24]([H:70])([H:71])[N:6]([C:8](=[O:9])[O:12][C:13]([C:14]([H:52])([H:53])[H:54])([C:16]([H:55])([H:56])[H:57])[C:21]([H:63])([H:64])[H:65])[C:22]([H:66])([H:67])[C:23]1([H:68])[H:69],0
312,CEC-Ni-Weix,[C:1]([C:6]([H:38])([H:39])[H:40])([C:13]([H:45])([H:46])[H:47])([C:16]([H:48])([H:49])[H:50])[O:22][C:18]([C:15]([N:14]1[C:12]([H:43])([H:44])[C:11]([C:21]([H:57])([H:58])[H:59])([H:42])[N:10]([c:4]2[n:3][c:2]([H:37])[c:8]([Br:9])[c:7]([H:41])[n:5]2)[C:20]([H:55])([H:56])[C:19]1([H:53])[H:54])=[O:17])([H:51])[H:52].[C:23]([C:36]([C:27]([H:66])([H:67])[H:68])([C:31]([H:71])([H:72])[H:73])[O:34][C:30]([N:29]1[C:28]([H:69])([H:70])[C:26]([H:64])([H:65])[C:24]([Br:25])([H:63])[C:35]([H:76])([H:77])[C:33]1([H:74])[H:75])=[O:32])([H:60])([H:61])[H:62]>>[Br:9][Br:25].[C:1]([C:6]([H:38])([H:39])[H:40])([C:13]([H:45])([H:46])[H:47])([C:16]([H:48])([H:49])[H:50])[O:22][C:18]([C:15]([N:14]1[C:12]([H:43])([H:44])[C:11]([C:21]([H:57])([H:58])[H:59])([H:42])[N:10]([c:4]2[n:3][c:2]([H:37])[c:8]([C:24]3([H:63])[C:26]([H:64])([H:65])[C:28]([H:69])([H:70])[N:29]([C:30](=[O:32])[O:34][C:36]([C:23]([H:60])([H:61])[H:62])([C:27]([H:66])([H:67])[H:68])[C:31]([H:71])([H:72])[H:73])[C:33]([H:74])([H:75])[C:35]3([H:76])[H:77])[c:7]([H:41])[n:5]2)[C:20]([H:55])([H:56])[C:19]1([H:53])[H:54])=[O:17])([H:51])[H:52],0
313,Negishi-Pd,[C:1]([C:6]([H:39])([H:40])[H:41])([C:13]([H:46])([H:47])[H:48])([C:16]([H:49])([H:50])[H:51])[O:22][C:18]([C:15]([N:14]1[C:12]([H:44])([H:45])[C:11]([C:21]([H:58])([H:59])[H:60])([H:43])[N:10]([c:4]2[n:3][c:2]([H:38])[c:8]([Br:9])[c:7]([H:42])[n:5]2)[C:20]([H:56])([H:57])[C:19]1([H:54])[H:55])=[O:17])([H:52])[H:53].[C:23]([C:37]([C:28]([H:67])([H:68])[H:69])([C:32]([H:72])([H:73])[H:74])[O:35][C:31]([N:30]1[C:29]([H:70])([H:71])[C:27]([H:65])([H:66])[C:24]([Zn:25][I:26])([H:64])[C:36]([H:77])([H:78])[C:34]1([H:75])[H:76])=[O:33])([H:61])([H:62])[H:63]>>[Br:9][Zn:25][I:26].[C:1]([C:6]([H:39])([H:40])[H:41])([C:13]([H:46])([H:47])[H:48])([C:16]([H:49])([H:50])[H:51])[O:22][C:18]([C:15]([N:14]1[C:12]([H:44])([H:45])[C:11]([C:21]([H:58])([H:59])[H:60])([H:43])[N:10]([c:4]2[n:3][c:2]([H:38])[c:8]([C:24]3([H:64])[C:27]([H:65])([H:66])[C:29]([H:70])([H:71])[N:30]([C:31](=[O:33])[O:35][C:37]([C:23]([H:61])([H:62])[H:63])([C:28]([H:67])([H:68])[H:69])[C:32]([H:72])([H:73])[H:74])[C:34]([H:75])([H:76])[C:36]3([H:77])[H:78])[c:7]([H:42])[n:5]2)[C:20]([H:56])([H:57])[C:19]1([H:54])[H:55])=[O:17])([H:52])[H:53],0
315,BF3K-Ni-photoredox,[C:1]([C:17]([C:8]([H:40])([H:41])[H:42])([C:12]([H:45])([H:46])[H:47])[O:15][C:11]([N:10]1[C:9]([H:43])([H:44])[C:7]([H:38])([H:39])[C:2]([B-:3]([F:4])([F:5])[F:6])([H:37])[C:16]([H:50])([H:51])[C:14]1([H:48])[H:49])=[O:13])([H:34])([H:35])[H:36].[c:18]1([H:52])[c:19]([Br:20])[c:21]([H:53])[n:22]2[c:23]3[c:25]([n:26][c:29]2[c:30]1[H:56])[C:32]([H:57])([H:58])[O:31][C:28]([H:54])([H:55])[C:24]3=[O:27]>>[B-:3]([F:4])([F:5])([F:6])[Br:20].[C:1]([C:17]([C:8]([H:40])([H:41])[H:42])([C:12]([H:45])([H:46])[H:47])[O:15][C:11]([N:10]1[C:9]([H:43])([H:44])[C:7]([H:38])([H:39])[C:2]([c:19]2[c:18]([H:52])[c:30]([H:56])[c:29]3[n:22]([c:21]2[H:53])[c:23]2[c:25]([n:26]3)[C:32]([H:57])([H:58])[O:31][C:28]([H:54])([H:55])[C:24]2=[O:27])([H:37])[C:16]([H:50])([H:51])[C:14]1([H:48])[H:49])=[O:13])([H:34])([H:35])[H:36],0
316,CEC-Ni-photoredox,[C:1]([C:14]([C:5]([H:36])([H:37])[H:38])([C:9]([H:41])([H:42])[H:43])[O:12][C:8]([N:7]1[C:6]([H:39])([H:40])[C:4]([H:34])([H:35])[C:2]([Br:3])([H:33])[C:13]([H:46])([H:47])[C:11]1([H:44])[H:45])=[O:10])([H:30])([H:31])[H:32].[c:15]1([H:48])[c:16]([Br:17])[c:18]([H:49])[n:19]2[c:20]3[c:22]([n:23][c:26]2[c:27]1[H:52])[C:29]([H:53])([H:54])[O:28][C:25]([H:50])([H:51])[C:21]3=[O:24]>>[Br:3][Br:17].[C:1]([C:14]([C:5]([H:36])([H:37])[H:38])([C:9]([H:41])([H:42])[H:43])[O:12][C:8]([N:7]1[C:6]([H:39])([H:40])[C:4]([H:34])([H:35])[C:2]([c:16]2[c:15]([H:48])[c:27]([H:52])[c:26]3[n:19]([c:18]2[H:49])[c:20]2[c:22]([n:23]3)[C:29]([H:53])([H:54])[O:28][C:25]([H:50])([H:51])[C:21]2=[O:24])([H:33])[C:13]([H:46])([H:47])[C:11]1([H:44])[H:45])=[O:10])([H:30])([H:31])[H:32],0
317,COOH-Ni-photoredox,[C:1]([C:5]([H:33])([H:34])[H:35])([C:7]([H:37])([H:38])[H:39])([C:11]([H:44])([H:45])[H:46])[O:16][C:12]([N:10]1[C:9]([H:42])([H:43])[C:8]([H:40])([H:41])[C:6]([C:3]([O:2][H:32])=[O:4])([H:36])[C:15]([H:49])([H:50])[C:13]1([H:47])[H:48])=[O:14].[c:17]1([H:51])[c:18]([Br:19])[c:20]([H:52])[n:21]2[c:22]3[c:24]([n:25][c:28]2[c:29]1[H:55])[C:31]([H:56])([H:57])[O:30][C:27]([H:53])([H:54])[C:23]3=[O:26]>>[C:1]([C:5]([H:33])([H:34])[H:35])([C:7]([H:37])([H:38])[H:39])([C:11]([H:44])([H:45])[H:46])[O:16][C:12]([N:10]1[C:9]([H:42])([H:43])[C:8]([H:40])([H:41])[C:6]([c:18]2[c:17]([H:51])[c:29]([H:55])[c:28]3[n:21]([c:20]2[H:52])[c:22]2[c:24]([n:25]3)[C:31]([H:56])([H:57])[O:30][C:27]([H:53])([H:54])[C:23]2=[O:26])([H:36])[C:15]([H:49])([H:50])[C:13]1([H:47])[H:48])=[O:14].[O:2]([C:3](=[O:4])[Br:19])[H:32],0
318,MIDA-Pd-Suzuki,[C:1]1([B:2]2[O:3][C:4](=[O:5])[C:7]([H:41])([H:42])[N:10]([C:19]([H:51])([H:52])[H:53])[C:11]([H:43])([H:44])[C:15](=[O:17])[O:18]2)([H:40])[C:20]([H:54])([H:55])[C:24]([H:63])([H:64])[N:6]([C:8](=[O:9])[O:12][C:13]([C:14]([H:45])([H:46])[H:47])([C:16]([H:48])([H:49])[H:50])[C:21]([H:56])([H:57])[H:58])[C:22]([H:59])([H:60])[C:23]1([H:61])[H:62].[c:25]1([H:65])[c:26]([Br:27])[c:28]([H:66])[n:29]2[c:30]3[c:32]([n:33][c:36]2[c:37]1[H:69])[C:39]([H:70])([H:71])[O:38][C:35]([H:67])([H:68])[C:31]3=[O:34]>>[B:2]1([Br:27])[O:3][C:4](=[O:5])[C:7]([H:41])([H:42])[N:10]([C:19]([H:51])([H:52])[H:53])[C:11]([H:43])([H:44])[C:15](=[O:17])[O:18]1.[C:1]1([c:26]2[c:25]([H:65])[c:37]([H:69])[c:36]3[n:29]([c:28]2[H:66])[c:30]2[c:32]([n:33]3)[C:39]([H:70])([H:71])[O:38][C:35]([H:67])([H:68])[C:31]2=[O:34])([H:40])[C:20]([H:54])([H:55])[C:24]([H:63])([H:64])[N:6]([C:8](=[O:9])[O:12][C:13]([C:14]([H:45])([H:46])[H:47])([C:16]([H:48])([H:49])[H:50])[C:21]([H:56])([H:57])[H:58])[C:22]([H:59])([H:60])[C:23]1([H:61])[H:62],0
319,CEC-Ni-Weix,[C:1]([C:14]([C:5]([H:36])([H:37])[H:38])([C:9]([H:41])([H:42])[H:43])[O:12][C:8]([N:7]1[C:6]([H:39])([H:40])[C:4]([H:34])([H:35])[C:2]([Br:3])([H:33])[C:13]([H:46])([H:47])[C:11]1([H:44])[H:45])=[O:10])([H:30])([H:31])[H:32].[c:15]1([H:48])[c:16]([Br:17])[c:18]([H:49])[n:19]2[c:20]3[c:22]([n:23][c:26]2[c:27]1[H:52])[C:29]([H:53])([H:54])[O:28][C:25]([H:50])([H:51])[C:21]3=[O:24]>>[Br:3][Br:17].[C:1]([C:14]([C:5]([H:36])([H:37])[H:38])([C:9]([H:41])([H:42])[H:43])[O:12][C:8]([N:7]1[C:6]([H:39])([H:40])[C:4]([H:34])([H:35])[C:2]([c:16]2[c:15]([H:48])[c:27]([H:52])[c:26]3[n:19]([c:18]2[H:49])[c:20]2[c:22]([n:23]3)[C:29]([H:53])([H:54])[O:28][C:25]([H:50])([H:51])[C:21]2=[O:24])([H:33])[C:13]([H:46])([H:47])[C:11]1([H:44])[H:45])=[O:10])([H:30])([H:31])[H:32],0
320,Negishi-Pd,[C:1]([C:15]([C:6]([H:37])([H:38])[H:39])([C:10]([H:42])([H:43])[H:44])[O:13][C:9]([N:8]1[C:7]([H:40])([H:41])[C:5]([H:35])([H:36])[C:2]([Zn:3][I:4])([H:34])[C:14]([H:47])([H:48])[C:12]1([H:45])[H:46])=[O:11])([H:31])([H:32])[H:33].[c:16]1([H:49])[c:17]([Br:18])[c:19]([H:50])[n:20]2[c:21]3[c:23]([n:24][c:27]2[c:28]1[H:53])[C:30]([H:54])([H:55])[O:29][C:26]([H:51])([H:52])[C:22]3=[O:25]>>[C:1]([C:15]([C:6]([H:37])([H:38])[H:39])([C:10]([H:42])([H:43])[H:44])[O:13][C:9]([N:8]1[C:7]([H:40])([H:41])[C:5]([H:35])([H:36])[C:2]([c:17]2[c:16]([H:49])[c:28]([H:53])[c:27]3[n:20]([c:19]2[H:50])[c:21]2[c:23]([n:24]3)[C:30]([H:54])([H:55])[O:29][C:26]([H:51])([H:52])[C:22]2=[O:25])([H:34])[C:14]([H:47])([H:48])[C:12]1([H:45])[H:46])=[O:11])([H:31])([H:32])[H:33].[Zn:3]([I:4])[Br:18],0
322,BF3K-Ni-photoredox,[O:13]1[C:19]([H:31])([H:32])[C:21]([H:35])([H:36])[C:14]([B-:15]([F:16])([F:17])[F:18])([H:30])[C:20]1([H:33])[H:34].[n:1]1[c:5]([H:24])[c:7]([H:26])[c:11]([H:29])[n:12]1-[c:10]1[c:2]([H:23])[c:3]([Br:4])[c:6]([H:25])[c:8]([H:27])[c:9]1[H:28]>>[Br:4][B-:15]([F:16])([F:17])[F:18].[n:1]1[c:5]([H:24])[c:7]([H:26])[c:11]([H:29])[n:12]1-[c:10]1[c:2]([H:23])[c:3]([C:14]2([H:30])[C:20]([H:33])([H:34])[O:13][C:19]([H:31])([H:32])[C:21]2([H:35])[H:36])[c:6]([H:25])[c:8]([H:27])[c:9]1[H:28],0
323,CEC-Ni-photoredox,[O:13]1[C:16]([H:27])([H:28])[C:18]([H:31])([H:32])[C:14]([Br:15])([H:26])[C:17]1([H:29])[H:30].[n:1]1[c:5]([H:20])[c:7]([H:22])[c:11]([H:25])[n:12]1-[c:10]1[c:2]([H:19])[c:3]([Br:4])[c:6]([H:21])[c:8]([H:23])[c:9]1[H:24]>>[Br:4][Br:15].[n:1]1[c:5]([H:20])[c:7]([H:22])[c:11]([H:25])[n:12]1-[c:10]1[c:2]([H:19])[c:3]([C:14]2([H:26])[C:17]([H:29])([H:30])[O:13][C:16]([H:27])([H:28])[C:18]2([H:31])[H:32])[c:6]([H:21])[c:8]([H:23])[c:9]1[H:24],0
324,COOH-Ni-photoredox,[O:13]([C:14](=[O:15])[C:17]1([H:29])[C:19]([H:32])([H:33])[O:16][C:18]([H:30])([H:31])[C:20]1([H:34])[H:35])[H:28].[n:1]1[c:5]([H:22])[c:7]([H:24])[c:11]([H:27])[n:12]1-[c:10]1[c:2]([H:21])[c:3]([Br:4])[c:6]([H:23])[c:8]([H:25])[c:9]1[H:26]>>[Br:4][C:14]([O:13][H:28])=[O:15].[n:1]1[c:5]([H:22])[c:7]([H:24])[c:11]([H:27])[n:12]1-[c:10]1[c:2]([H:21])[c:3]([C:17]2([H:29])[C:19]([H:32])([H:33])[O:16][C:18]([H:30])([H:31])[C:20]2([H:34])[H:35])[c:6]([H:23])[c:8]([H:25])[c:9]1[H:26],0
325,BF3K-Pd-Suzuki,[O:13]1[C:19]([H:31])([H:32])[C:21]([H:35])([H:36])[C:14]([B-:15]([F:16])([F:17])[F:18])([H:30])[C:20]1([H:33])[H:34].[n:1]1[c:5]([H:24])[c:7]([H:26])[c:11]([H:29])[n:12]1-[c:10]1[c:2]([H:23])[c:3]([Br:4])[c:6]([H:25])[c:8]([H:27])[c:9]1[H:28]>>[Br:4][B-:15]([F:16])([F:17])[F:18].[n:1]1[c:5]([H:24])[c:7]([H:26])[c:11]([H:29])[n:12]1-[c:10]1[c:2]([H:23])[c:3]([C:14]2([H:30])[C:20]([H:33])([H:34])[O:13][C:19]([H:31])([H:32])[C:21]2([H:35])[H:36])[c:6]([H:25])[c:8]([H:27])[c:9]1[H:28],0
326,CEC-Ni-Weix,[O:13]1[C:16]([H:27])([H:28])[C:18]([H:31])([H:32])[C:14]([Br:15])([H:26])[C:17]1([H:29])[H:30].[n:1]1[c:5]([H:20])[c:7]([H:22])[c:11]([H:25])[n:12]1-[c:10]1[c:2]([H:19])[c:3]([Br:4])[c:6]([H:21])[c:8]([H:23])[c:9]1[H:24]>>[Br:4][Br:15].[n:1]1[c:5]([H:20])[c:7]([H:22])[c:11]([H:25])[n:12]1-[c:10]1[c:2]([H:19])[c:3]([C:14]2([H:26])[C:17]([H:29])([H:30])[O:13][C:16]([H:27])([H:28])[C:18]2([H:31])[H:32])[c:6]([H:21])[c:8]([H:23])[c:9]1[H:24],0
327,CEC-Ni-photoredox,[C:1]1([H:22])([H:23])[C:7]([H:27])([H:28])[N:10]([C:14]([H:36])([H:37])[H:38])[C:11]([H:30])([H:31])[C:13]([H:34])([H:35])[N:15]1[C:12]([c:8]1[c:6]([H:26])[c:5]([H:25])[c:3]([Br:4])[c:2]([H:24])[c:9]1[H:29])([H:32])[H:33].[O:16]1[C:19]([H:40])([H:41])[C:21]([H:44])([H:45])[C:17]([Br:18])([H:39])[C:20]1([H:42])[H:43]>>[Br:4][Br:18].[C:1]1([H:22])([H:23])[C:7]([H:27])([H:28])[N:10]([C:14]([H:36])([H:37])[H:38])[C:11]([H:30])([H:31])[C:13]([H:34])([H:35])[N:15]1[C:12]([c:8]1[c:6]([H:26])[c:5]([H:25])[c:3]([C:17]2([H:39])[C:20]([H:42])([H:43])[O:16][C:19]([H:40])([H:41])[C:21]2([H:44])[H:45])[c:2]([H:24])[c:9]1[H:29])([H:32])[H:33],0
328,BF3K-Ni-photoredox,[C:1]1([H:26])([H:27])[C:7]([H:31])([H:32])[N:10]([C:14]([H:40])([H:41])[H:42])[C:11]([H:34])([H:35])[C:13]([H:38])([H:39])[N:15]1[C:12]([c:8]1[c:6]([H:30])[c:5]([H:29])[c:3]([Br:4])[c:2]([H:28])[c:9]1[H:33])([H:36])[H:37].[O:16]1[C:22]([H:44])([H:45])[C:24]([H:48])([H:49])[C:17]([B-:18]([F:19])([F:20])[F:21])([H:43])[C:23]1([H:46])[H:47]>>[Br:4][B-:18]([F:19])([F:20])[F:21].[C:1]1([H:26])([H:27])[C:7]([H:31])([H:32])[N:10]([C:14]([H:40])([H:41])[H:42])[C:11]([H:34])([H:35])[C:13]([H:38])([H:39])[N:15]1[C:12]([c:8]1[c:6]([H:30])[c:5]([H:29])[c:3]([C:17]2([H:43])[C:23]([H:46])([H:47])[O:16][C:22]([H:44])([H:45])[C:24]2([H:48])[H:49])[c:2]([H:28])[c:9]1[H:33])([H:36])[H:37],0
329,COOH-Ni-photoredox,[C:1]1([H:24])([H:25])[C:7]([H:29])([H:30])[N:10]([C:14]([H:38])([H:39])[H:40])[C:11]([H:32])([H:33])[C:13]([H:36])([H:37])[N:15]1[C:12]([c:8]1[c:6]([H:28])[c:5]([H:27])[c:3]([Br:4])[c:2]([H:26])[c:9]1[H:31])([H:34])[H:35].[O:16]([C:17](=[O:18])[C:20]1([H:42])[C:22]([H:45])([H:46])[O:19][C:21]([H:43])([H:44])[C:23]1([H:47])[H:48])[H:41]>>[Br:4][C:17]([O:16][H:41])=[O:18].[C:1]1([H:24])([H:25])[C:7]([H:29])([H:30])[N:10]([C:14]([H:38])([H:39])[H:40])[C:11]([H:32])([H:33])[C:13]([H:36])([H:37])[N:15]1[C:12]([c:8]1[c:6]([H:28])[c:5]([H:27])[c:3]([C:20]2([H:42])[C:22]([H:45])([H:46])[O:19][C:21]([H:43])([H:44])[C:23]2([H:47])[H:48])[c:2]([H:26])[c:9]1[H:31])([H:34])[H:35],0
330,BF3K-Pd-Suzuki,[C:1]1([H:26])([H:27])[C:7]([H:31])([H:32])[N:10]([C:14]([H:40])([H:41])[H:42])[C:11]([H:34])([H:35])[C:13]([H:38])([H:39])[N:15]1[C:12]([c:8]1[c:6]([H:30])[c:5]([H:29])[c:3]([Br:4])[c:2]([H:28])[c:9]1[H:33])([H:36])[H:37].[O:16]1[C:22]([H:44])([H:45])[C:24]([H:48])([H:49])[C:17]([B-:18]([F:19])([F:20])[F:21])([H:43])[C:23]1([H:46])[H:47]>>[Br:4][B-:18]([F:19])([F:20])[F:21].[C:1]1([H:26])([H:27])[C:7]([H:31])([H:32])[N:10]([C:14]([H:40])([H:41])[H:42])[C:11]([H:34])([H:35])[C:13]([H:38])([H:39])[N:15]1[C:12]([c:8]1[c:6]([H:30])[c:5]([H:29])[c:3]([C:17]2([H:43])[C:23]([H:46])([H:47])[O:16][C:22]([H:44])([H:45])[C:24]2([H:48])[H:49])[c:2]([H:28])[c:9]1[H:33])([H:36])[H:37],0
331,CEC-Ni-Weix,[C:1]1([H:22])([H:23])[C:7]([H:27])([H:28])[N:10]([C:14]([H:36])([H:37])[H:38])[C:11]([H:30])([H:31])[C:13]([H:34])([H:35])[N:15]1[C:12]([c:8]1[c:6]([H:26])[c:5]([H:25])[c:3]([Br:4])[c:2]([H:24])[c:9]1[H:29])([H:32])[H:33].[O:16]1[C:19]([H:40])([H:41])[C:21]([H:44])([H:45])[C:17]([Br:18])([H:39])[C:20]1([H:42])[H:43]>>[Br:4][Br:18].[C:1]1([H:22])([H:23])[C:7]([H:27])([H:28])[N:10]([C:14]([H:36])([H:37])[H:38])[C:11]([H:30])([H:31])[C:13]([H:34])([H:35])[N:15]1[C:12]([c:8]1[c:6]([H:26])[c:5]([H:25])[c:3]([C:17]2([H:39])[C:20]([H:42])([H:43])[O:16][C:19]([H:40])([H:41])[C:21]2([H:44])[H:45])[c:2]([H:24])[c:9]1[H:29])([H:32])[H:33],0
332,BF3K-Ni-photoredox,[C:1]([C:6]([H:34])([H:35])[H:36])([C:13]([H:41])([H:42])[H:43])([C:16]([H:44])([H:45])[H:46])[O:22][C:18]([C:15]([N:14]1[C:12]([H:39])([H:40])[C:11]([C:21]([H:53])([H:54])[H:55])([H:38])[N:10]([c:4]2[n:3][c:2]([H:33])[c:8]([Br:9])[c:7]([H:37])[n:5]2)[C:20]([H:51])([H:52])[C:19]1([H:49])[H:50])=[O:17])([H:47])[H:48].[O:23]1[C:29]([H:57])([H:58])[C:31]([H:61])([H:62])[C:24]([B-:25]([F:26])([F:27])[F:28])([H:56])[C:30]1([H:59])[H:60]>>[Br:9][B-:25]([F:26])([F:27])[F:28].[C:1]([C:6]([H:34])([H:35])[H:36])([C:13]([H:41])([H:42])[H:43])([C:16]([H:44])([H:45])[H:46])[O:22][C:18]([C:15]([N:14]1[C:12]([H:39])([H:40])[C:11]([C:21]([H:53])([H:54])[H:55])([H:38])[N:10]([c:4]2[n:3][c:2]([H:33])[c:8]([C:24]3([H:56])[C:30]([H:59])([H:60])[O:23][C:29]([H:57])([H:58])[C:31]3([H:61])[H:62])[c:7]([H:37])[n:5]2)[C:20]([H:51])([H:52])[C:19]1([H:49])[H:50])=[O:17])([H:47])[H:48],0
333,CEC-Ni-photoredox,[C:1]([C:6]([H:30])([H:31])[H:32])([C:13]([H:37])([H:38])[H:39])([C:16]([H:40])([H:41])[H:42])[O:22][C:18]([C:15]([N:14]1[C:12]([H:35])([H:36])[C:11]([C:21]([H:49])([H:50])[H:51])([H:34])[N:10]([c:4]2[n:3][c:2]([H:29])[c:8]([Br:9])[c:7]([H:33])[n:5]2)[C:20]([H:47])([H:48])[C:19]1([H:45])[H:46])=[O:17])([H:43])[H:44].[O:23]1[C:26]([H:53])([H:54])[C:28]([H:57])([H:58])[C:24]([Br:25])([H:52])[C:27]1([H:55])[H:56]>>[Br:9][Br:25].[C:1]([C:6]([H:30])([H:31])[H:32])([C:13]([H:37])([H:38])[H:39])([C:16]([H:40])([H:41])[H:42])[O:22][C:18]([C:15]([N:14]1[C:12]([H:35])([H:36])[C:11]([C:21]([H:49])([H:50])[H:51])([H:34])[N:10]([c:4]2[n:3][c:2]([H:29])[c:8]([C:24]3([H:52])[C:27]([H:55])([H:56])[O:23][C:26]([H:53])([H:54])[C:28]3([H:57])[H:58])[c:7]([H:33])[n:5]2)[C:20]([H:47])([H:48])[C:19]1([H:45])[H:46])=[O:17])([H:43])[H:44],0
334,COOH-Ni-photoredox,[C:1]([C:6]([H:32])([H:33])[H:34])([C:13]([H:39])([H:40])[H:41])([C:16]([H:42])([H:43])[H:44])[O:22][C:18]([C:15]([N:14]1[C:12]([H:37])([H:38])[C:11]([C:21]([H:51])([H:52])[H:53])([H:36])[N:10]([c:4]2[n:3][c:2]([H:31])[c:8]([Br:9])[c:7]([H:35])[n:5]2)[C:20]([H:49])([H:50])[C:19]1([H:47])[H:48])=[O:17])([H:45])[H:46].[O:23]([C:24](=[O:25])[C:27]1([H:55])[C:29]([H:58])([H:59])[O:26][C:28]([H:56])([H:57])[C:30]1([H:60])[H:61])[H:54]>>[Br:9][C:24]([O:23][H:54])=[O:25].[C:1]([C:6]([H:32])([H:33])[H:34])([C:13]([H:39])([H:40])[H:41])([C:16]([H:42])([H:43])[H:44])[O:22][C:18]([C:15]([N:14]1[C:12]([H:37])([H:38])[C:11]([C:21]([H:51])([H:52])[H:53])([H:36])[N:10]([c:4]2[n:3][c:2]([H:31])[c:8]([C:27]3([H:55])[C:29]([H:58])([H:59])[O:26][C:28]([H:56])([H:57])[C:30]3([H:60])[H:61])[c:7]([H:35])[n:5]2)[C:20]([H:49])([H:50])[C:19]1([H:47])[H:48])=[O:17])([H:45])[H:46],0
